OPER_DT,BOR_CD,ADMD_CD,AMT_IND,LCLS_10_P,LCLS_20_P,LCLS_30_P,LCLS_40_P,LCLS_50_P,LCLS_60_P,LCLS_70_P,LCLS_80_P
20190217,1111,11110570,169.4%,28.3%,28.4%,29.9%,5.1%,5.8%,1.6%,0.7%,0.1%
20190217,1111,11110580,84.5%,31.2%,25.6%,30.6%,3.6%,7.2%,0.9%,0.7%,0.2%
20190217,1111,11110600,72.3%,30.6%,18.4%,33.6%,4.3%,8.7%,0.8%,3.4%,0.1%
20190217,1111,11110615,113.5%,30.9%,20.1%,36.1%,2.6%,7.7%,0.3%,2.1%,0.3%
20190217,1111,11110630,55.5%,26.4%,18.6%,44.0%,3.5%,5.2%,0.2%,1.7%,0.3%
20190217,1111,11110640,108.1%,24.6%,21.1%,36.3%,5.8%,8.3%,1.0%,1.6%,1.2%
20190217,1111,11110650,83.3%,32.1%,19.8%,34.5%,3.3%,7.5%,0.8%,1.9%,0.3%
20190217,1111,11110670,79.2%,35.3%,19.3%,31.6%,0.5%,3.9%,6.8%,2.4%,0.1%
20190217,1111,11110680,80.2%,42.7%,17.9%,25.4%,2.8%,8.2%,0.3%,2.7%,
20190217,1111,11110690,21.4%,28.3%,19.9%,43.2%,,6.3%,,1.7%,0.6%
20190217,1111,11110700,81.7%,37.8%,20.4%,31.1%,5.9%,3.4%,0.2%,1.1%,0.1%
20190217,1111,11110710,109.3%,32.5%,16.8%,38.1%,4.7%,5.4%,1.4%,1.0%,0.2%
20190217,1135,11350560,74.2%,34.8%,20.6%,34.4%,4.2%,4.3%,0.7%,0.7%,0.3%
20190217,1135,11350570,76.4%,35.8%,26.0%,31.2%,1.8%,3.7%,0.8%,0.4%,0.3%
20190217,1135,11350580,91.8%,26.9%,25.4%,39.6%,2.7%,3.9%,0.2%,0.4%,0.9%
20190217,1135,11350595,64.4%,33.4%,22.7%,34.6%,3.1%,4.6%,0.3%,1.0%,0.4%
20190217,1135,11350600,71.5%,33.7%,22.9%,34.0%,2.5%,4.7%,0.7%,1.2%,0.4%
20190217,1135,11350611,96.6%,34.5%,22.0%,35.2%,2.5%,3.6%,0.5%,1.4%,0.4%
20190217,1135,11350612,124.1%,33.0%,25.5%,30.1%,2.5%,5.6%,1.5%,1.2%,0.6%
20190217,1135,11350619,118.2%,30.4%,28.1%,32.3%,2.2%,5.2%,0.6%,0.8%,0.3%
20190217,1135,11350621,72.7%,28.2%,24.3%,37.4%,4.9%,4.4%,0.0%,0.5%,0.3%
20190217,1135,11350624,80.3%,27.1%,26.6%,38.1%,3.9%,3.3%,0.2%,0.2%,0.6%
20190217,1135,11350625,124.1%,33.6%,22.9%,35.3%,1.7%,4.6%,0.7%,0.7%,0.5%
20190217,1135,11350630,65.9%,30.0%,23.7%,36.4%,2.5%,5.2%,0.8%,1.1%,0.4%
20190217,1135,11350640,132.1%,30.6%,21.3%,36.9%,3.6%,6.6%,0.4%,0.5%,0.2%
20190217,1135,11350665,85.7%,40.9%,21.4%,28.5%,3.0%,3.4%,1.4%,1.1%,0.3%
20190217,1135,11350670,72.0%,37.4%,19.7%,37.0%,1.2%,3.5%,0.5%,0.4%,0.4%
20190217,1135,11350695,85.5%,28.7%,25.6%,34.9%,4.1%,5.1%,0.6%,0.6%,0.3%
20190217,1135,11350700,143.6%,32.5%,25.5%,30.3%,3.3%,3.7%,3.2%,0.3%,1.1%
20190217,1135,11350710,78.2%,33.9%,24.3%,35.4%,1.3%,3.7%,0.9%,0.4%,0.1%
20190217,1135,11350720,72.1%,33.9%,20.7%,34.5%,3.0%,4.8%,0.5%,2.3%,0.3%
20190218,1111,11110515,61.0%,33.0%,26.0%,33.9%,1.4%,3.8%,0.6%,1.0%,0.4%
20190218,1111,11110530,135.9%,28.6%,18.8%,40.7%,1.9%,8.2%,0.6%,1.1%,0.0%
20190218,1111,11110540,57.3%,31.2%,19.0%,38.0%,4.0%,7.1%,,0.7%,
20190218,1111,11110550,70.8%,37.9%,19.7%,33.6%,2.8%,4.0%,0.8%,1.2%,0.1%
20190218,1111,11110560,79.9%,37.0%,23.7%,26.0%,5.3%,5.7%,0.9%,1.4%,0.0%
20190218,1111,11110570,175.2%,26.0%,25.3%,33.8%,4.2%,9.3%,0.2%,1.0%,0.1%
20190218,1111,11110580,84.6%,36.0%,22.4%,31.6%,3.6%,4.2%,,2.2%,
20190218,1111,11110600,83.2%,34.7%,19.4%,32.7%,2.3%,7.6%,0.8%,2.6%,0.1%
20190218,1111,11110615,148.7%,31.5%,17.6%,39.4%,3.2%,6.4%,0.5%,1.2%,0.1%
20190218,1111,11110630,79.9%,28.7%,14.5%,45.1%,2.6%,5.9%,1.1%,2.0%,0.1%
20190218,1111,11110640,97.5%,30.1%,16.5%,34.5%,7.0%,7.8%,0.9%,1.6%,1.6%
20190218,1111,11110650,76.2%,34.7%,16.5%,33.3%,4.8%,7.0%,1.0%,2.4%,0.2%
20190218,1111,11110670,70.7%,45.0%,19.9%,29.4%,1.4%,3.8%,0.2%,0.2%,
20190218,1111,11110680,101.5%,42.9%,19.7%,31.1%,1.4%,3.7%,0.1%,1.0%,0.0%
20190218,1111,11110690,38.9%,21.5%,22.8%,49.8%,,4.0%,,1.7%,0.2%
20190218,1111,11110700,94.1%,42.2%,19.9%,28.7%,3.7%,3.3%,0.9%,1.2%,0.0%
20190218,1111,11110710,99.7%,33.4%,16.4%,34.8%,7.3%,6.1%,0.6%,1.3%,0.1%
20190218,1135,11350560,73.4%,36.4%,18.1%,33.2%,6.7%,4.7%,0.2%,0.5%,0.2%
20190218,1135,11350570,74.2%,40.6%,20.3%,33.1%,1.5%,2.7%,0.9%,0.7%,0.3%
20190218,1135,11350580,86.4%,32.0%,22.0%,38.7%,2.9%,3.4%,0.1%,0.8%,0.3%
20190218,1135,11350595,65.3%,36.6%,18.6%,35.5%,3.4%,4.3%,0.6%,0.9%,0.2%
20190218,1135,11350600,71.1%,32.2%,23.6%,33.0%,3.2%,4.8%,1.2%,1.6%,0.5%
20190218,1135,11350611,97.8%,33.0%,23.7%,35.5%,2.6%,3.7%,0.7%,0.5%,0.2%
20190218,1135,11350612,133.8%,36.9%,24.2%,32.9%,1.1%,2.7%,0.9%,1.0%,0.3%
20190218,1135,11350619,96.3%,35.7%,22.8%,35.1%,1.2%,2.5%,1.3%,1.0%,0.4%
20190218,1135,11350621,68.5%,34.4%,22.9%,34.6%,2.6%,4.4%,0.3%,0.5%,0.3%
20190218,1135,11350624,76.6%,35.0%,20.0%,37.7%,2.1%,3.5%,0.8%,0.7%,0.1%
20190218,1135,11350625,123.1%,36.7%,19.8%,38.6%,1.3%,2.4%,0.1%,1.2%,0.1%
20190218,1135,11350630,62.9%,28.0%,23.8%,39.0%,2.5%,4.3%,0.9%,1.0%,0.5%
20190218,1135,11350640,116.0%,35.3%,19.3%,36.9%,2.7%,5.1%,0.2%,0.4%,0.1%
20190218,1135,11350665,90.0%,46.3%,16.9%,31.2%,2.3%,2.0%,0.5%,0.4%,0.3%
20190218,1135,11350670,69.8%,39.9%,18.3%,32.4%,4.1%,3.7%,0.3%,0.9%,0.4%
20190218,1135,11350695,87.7%,30.2%,22.3%,34.7%,6.3%,4.5%,0.7%,0.8%,0.4%
20190218,1135,11350700,138.2%,37.0%,27.8%,27.1%,0.6%,4.4%,0.6%,1.0%,1.5%
20190218,1135,11350710,87.7%,35.9%,23.6%,35.4%,1.2%,2.6%,0.1%,0.8%,0.4%
20190218,1135,11350720,73.7%,32.4%,20.9%,34.3%,2.4%,6.6%,0.7%,2.0%,0.7%
20190219,1111,11110515,55.8%,33.8%,22.2%,33.4%,1.9%,6.4%,0.7%,1.4%,0.1%
20190219,1111,11110530,150.9%,30.3%,20.5%,39.6%,1.3%,6.5%,0.3%,1.2%,0.2%
20190219,1111,11110540,60.8%,37.9%,16.7%,28.8%,3.0%,5.9%,0.8%,6.9%,0.0%
20190219,1111,11110550,80.4%,41.0%,20.0%,29.8%,3.1%,4.2%,0.5%,1.2%,0.3%
20190219,1111,11110560,72.4%,35.0%,23.5%,28.6%,7.9%,4.6%,,0.2%,0.1%
20190219,1111,11110570,189.2%,29.9%,25.3%,32.3%,2.6%,8.2%,0.4%,1.1%,0.2%
20190219,1111,11110580,73.3%,33.0%,24.4%,28.5%,2.4%,7.4%,3.0%,0.5%,0.8%
20190219,1111,11110600,71.9%,35.9%,19.1%,32.2%,2.4%,8.6%,1.0%,0.9%,0.0%
20190219,1111,11110615,159.4%,32.2%,17.1%,36.2%,4.0%,9.2%,0.3%,0.9%,0.2%
20190219,1111,11110630,87.4%,30.7%,15.4%,40.7%,2.3%,8.0%,0.4%,2.6%,0.0%
20190219,1111,11110640,111.2%,29.3%,19.0%,33.9%,6.2%,8.5%,1.1%,0.9%,1.1%
20190219,1111,11110650,84.3%,34.6%,18.3%,32.2%,2.5%,7.6%,0.7%,3.9%,0.2%
20190219,1111,11110670,89.4%,36.4%,19.2%,34.8%,0.3%,3.7%,3.8%,1.7%,0.2%
20190219,1111,11110680,93.2%,46.3%,14.7%,26.6%,0.3%,8.4%,0.2%,3.5%,0.0%
20190219,1111,11110690,44.5%,18.1%,34.3%,35.5%,1.7%,9.7%,,,0.6%
20190219,1111,11110700,110.7%,38.7%,15.7%,26.4%,14.0%,4.6%,0.2%,0.2%,0.0%
20190219,1111,11110710,105.6%,33.5%,17.6%,32.4%,5.7%,8.8%,0.2%,1.7%,0.1%
20190219,1135,11350560,72.4%,35.4%,18.3%,32.5%,4.2%,8.3%,0.5%,0.6%,0.2%
20190219,1135,11350570,74.9%,40.5%,21.8%,29.7%,1.7%,5.0%,0.9%,0.2%,0.2%
20190219,1135,11350580,85.4%,30.8%,24.0%,37.6%,2.1%,4.1%,0.2%,1.0%,0.4%
20190219,1135,11350595,67.3%,36.1%,19.5%,32.0%,3.0%,8.0%,0.6%,0.6%,0.1%
20190219,1135,11350600,71.1%,32.9%,22.0%,32.8%,1.7%,7.4%,0.8%,1.6%,0.6%
20190219,1135,11350611,93.3%,32.9%,22.5%,32.5%,3.4%,6.1%,0.7%,1.8%,0.1%
20190219,1135,11350612,131.2%,37.9%,23.6%,30.8%,2.1%,3.5%,0.6%,1.0%,0.5%
20190219,1135,11350619,103.7%,32.4%,23.3%,36.1%,2.8%,4.0%,0.4%,0.5%,0.5%
20190219,1135,11350621,72.8%,34.9%,25.6%,32.9%,2.5%,3.2%,0.1%,0.4%,0.4%
20190219,1135,11350624,70.7%,38.3%,16.8%,37.3%,1.6%,4.8%,0.5%,0.3%,0.3%
20190219,1135,11350625,124.7%,37.3%,20.3%,34.9%,2.0%,4.0%,0.6%,0.8%,0.2%
20190219,1135,11350630,63.7%,32.3%,22.9%,36.1%,2.0%,4.5%,1.0%,0.8%,0.4%
20190219,1135,11350640,120.0%,36.8%,19.7%,33.4%,3.1%,5.8%,0.5%,0.5%,0.1%
20190219,1135,11350665,78.4%,49.8%,18.0%,26.3%,1.3%,2.4%,0.2%,1.8%,0.1%
20190219,1135,11350670,69.6%,39.8%,18.4%,32.0%,3.5%,3.5%,0.9%,0.9%,1.0%
20190219,1135,11350695,86.0%,33.1%,22.2%,33.2%,3.9%,6.0%,0.7%,0.8%,0.2%
20190219,1135,11350700,133.6%,40.8%,23.5%,29.6%,1.6%,2.4%,0.2%,1.1%,0.7%
20190219,1135,11350710,83.1%,37.7%,22.1%,32.2%,1.1%,3.9%,0.9%,1.8%,0.3%
20190219,1135,11350720,72.9%,33.8%,19.3%,35.3%,2.7%,5.6%,1.0%,1.2%,1.1%
20190220,1111,11110515,59.7%,34.2%,24.7%,34.5%,1.5%,4.4%,0.2%,0.2%,0.2%
20190220,1111,11110530,145.7%,28.3%,22.4%,39.9%,1.5%,6.4%,0.2%,1.0%,0.3%
20190220,1111,11110540,63.2%,27.0%,19.7%,33.8%,7.1%,8.9%,,3.3%,0.2%
20190220,1111,11110550,109.1%,33.2%,21.7%,33.1%,3.4%,6.2%,0.2%,1.6%,0.5%
20190220,1111,11110560,61.5%,41.3%,23.4%,27.2%,2.9%,4.1%,0.7%,0.3%,0.1%
20190220,1111,11110570,188.1%,35.0%,26.2%,29.1%,3.7%,4.6%,0.2%,0.8%,0.4%
20190220,1111,11110580,90.2%,37.1%,22.7%,25.8%,3.7%,4.2%,,5.9%,0.6%
20190220,1111,11110600,90.8%,32.5%,19.4%,34.7%,5.5%,6.3%,0.5%,1.1%,
20190220,1111,11110615,159.7%,31.1%,18.8%,39.0%,3.1%,6.4%,0.3%,1.1%,0.1%
20190220,1111,11110630,83.4%,25.3%,15.4%,44.9%,5.1%,7.3%,0.4%,1.6%,
20190220,1111,11110640,112.4%,28.8%,19.6%,35.4%,3.4%,8.9%,1.0%,1.9%,1.1%
20190220,1111,11110650,74.3%,33.6%,16.5%,37.6%,3.6%,6.2%,1.5%,0.9%,0.1%
20190220,1111,11110670,79.3%,36.5%,28.3%,30.0%,0.5%,3.0%,0.2%,1.3%,0.4%
20190220,1111,11110680,90.2%,44.9%,16.9%,28.7%,1.4%,3.0%,0.4%,4.6%,0.0%
20190220,1111,11110690,44.3%,26.7%,18.6%,43.8%,,7.2%,3.5%,,0.2%
20190220,1111,11110700,91.3%,42.4%,20.3%,27.8%,3.0%,5.3%,0.3%,0.8%,0.1%
20190220,1111,11110710,104.8%,33.5%,17.5%,35.7%,5.6%,5.8%,0.5%,1.1%,0.3%
20190220,1135,11350560,81.0%,32.3%,18.2%,33.4%,3.8%,10.6%,0.3%,1.2%,0.3%
20190220,1135,11350570,78.5%,39.8%,20.8%,32.9%,1.9%,3.1%,0.3%,0.8%,0.3%
20190220,1135,11350580,94.4%,29.3%,26.2%,36.2%,3.0%,3.4%,0.7%,0.9%,0.2%
20190220,1135,11350595,70.1%,33.1%,19.8%,34.2%,3.1%,7.1%,1.0%,1.5%,0.2%
20190220,1135,11350600,69.5%,33.3%,22.4%,33.5%,2.6%,6.5%,0.4%,1.0%,0.3%
20190220,1135,11350611,100.9%,30.9%,22.8%,34.9%,4.6%,3.4%,1.0%,2.2%,0.3%
20190220,1135,11350612,126.9%,36.0%,28.0%,30.6%,1.0%,2.5%,1.1%,0.3%,0.5%
20190220,1135,11350619,114.7%,34.2%,25.7%,32.6%,1.2%,4.5%,0.2%,1.3%,0.3%
20190220,1135,11350621,73.2%,31.3%,22.8%,38.3%,1.9%,3.2%,,1.0%,1.6%
20190220,1135,11350624,77.2%,32.9%,25.0%,34.0%,2.9%,4.2%,0.3%,0.1%,0.4%
20190220,1135,11350625,128.2%,36.1%,20.4%,35.6%,2.1%,3.2%,0.5%,1.6%,0.4%
20190220,1135,11350630,68.0%,30.2%,23.0%,37.8%,2.5%,4.6%,0.9%,0.7%,0.3%
20190220,1135,11350640,126.3%,34.8%,19.2%,33.9%,6.0%,5.4%,0.2%,0.5%,0.1%
20190220,1135,11350665,83.3%,47.5%,17.6%,30.6%,0.4%,1.7%,1.4%,0.5%,0.3%
20190220,1135,11350670,71.7%,39.7%,18.3%,35.0%,1.3%,3.6%,0.6%,1.1%,0.3%
20190220,1135,11350695,95.2%,30.8%,25.2%,33.8%,3.7%,4.7%,0.7%,0.6%,0.6%
20190220,1135,11350700,140.7%,32.8%,29.6%,29.2%,2.3%,4.5%,0.6%,0.2%,0.8%
20190220,1135,11350710,93.2%,38.4%,18.7%,35.0%,1.9%,3.1%,0.9%,0.2%,1.9%
20190220,1135,11350720,81.0%,32.7%,21.9%,38.4%,0.9%,3.6%,1.4%,1.0%,0.1%
20190221,1111,11110515,54.5%,33.9%,23.3%,36.3%,0.7%,4.3%,0.3%,0.9%,0.2%
20190221,1111,11110530,142.6%,26.0%,23.2%,40.2%,1.6%,7.5%,0.3%,0.9%,0.3%
20190221,1111,11110540,64.1%,29.7%,22.5%,35.3%,5.2%,4.6%,,2.3%,0.4%
20190221,1111,11110550,85.7%,38.1%,19.4%,32.9%,2.5%,5.0%,0.4%,1.6%,0.2%
20190221,1111,11110560,66.2%,35.7%,21.1%,33.8%,2.4%,3.4%,1.3%,2.4%,0.1%
20190221,1111,11110570,197.8%,28.8%,22.8%,32.8%,5.5%,9.3%,0.2%,0.4%,0.2%
20190221,1111,11110580,86.9%,38.5%,26.1%,23.0%,4.3%,5.7%,1.3%,0.5%,0.6%
20190221,1111,11110600,80.1%,30.4%,18.4%,38.6%,2.3%,6.2%,1.5%,2.2%,0.4%
20190221,1111,11110615,164.7%,30.8%,17.9%,40.0%,2.6%,6.9%,0.3%,1.4%,0.1%
20190221,1111,11110630,98.8%,25.3%,14.8%,51.1%,2.9%,4.5%,,1.4%,0.0%
20190221,1111,11110640,121.4%,27.8%,17.7%,39.9%,3.3%,7.0%,1.0%,1.8%,1.5%
20190221,1111,11110650,78.3%,32.4%,16.5%,38.4%,4.1%,5.8%,0.3%,2.3%,0.2%
20190221,1111,11110670,84.1%,38.0%,12.3%,37.3%,1.0%,8.2%,,3.2%,0.1%
20190221,1111,11110680,98.6%,45.4%,17.8%,27.0%,0.6%,5.6%,1.5%,2.1%,0.1%
20190221,1111,11110690,45.3%,22.2%,27.7%,44.3%,0.4%,4.8%,,0.4%,0.1%
20190221,1111,11110700,101.6%,34.3%,20.9%,28.1%,7.5%,5.8%,0.3%,1.2%,1.8%
20190221,1111,11110710,106.1%,33.0%,17.8%,35.1%,7.0%,5.5%,0.5%,0.8%,0.4%
20190221,1135,11350560,70.0%,34.9%,17.8%,35.4%,3.6%,4.6%,0.6%,0.3%,3.0%
20190221,1135,11350570,71.8%,40.3%,20.5%,32.9%,2.3%,2.8%,0.3%,0.5%,0.3%
20190221,1135,11350580,92.9%,29.7%,23.4%,37.6%,3.3%,5.0%,0.2%,0.5%,0.3%
20190221,1135,11350595,66.0%,33.8%,20.2%,34.9%,3.6%,5.9%,0.5%,1.0%,0.2%
20190221,1135,11350600,69.2%,33.7%,22.1%,34.3%,3.3%,5.1%,0.5%,0.7%,0.3%
20190221,1135,11350611,99.1%,34.4%,20.8%,35.4%,2.0%,4.5%,0.7%,1.9%,0.3%
20190221,1135,11350612,126.6%,38.6%,27.6%,27.7%,1.1%,3.4%,1.1%,0.1%,0.4%
20190221,1135,11350619,116.5%,30.5%,27.2%,34.2%,3.1%,3.7%,0.5%,0.5%,0.4%
20190221,1135,11350621,72.5%,33.7%,21.8%,35.9%,3.7%,4.3%,0.0%,0.2%,0.4%
20190221,1135,11350624,75.7%,31.6%,20.3%,37.9%,3.3%,5.4%,0.6%,0.8%,0.1%
20190221,1135,11350625,126.0%,33.8%,22.7%,35.6%,1.8%,3.7%,1.1%,0.9%,0.5%
20190221,1135,11350630,65.9%,28.0%,24.1%,37.7%,2.5%,5.0%,0.9%,1.3%,0.6%
20190221,1135,11350640,127.3%,35.0%,20.6%,32.2%,5.3%,5.3%,0.4%,0.8%,0.2%
20190221,1135,11350665,82.9%,43.0%,21.0%,29.8%,0.6%,2.7%,0.9%,1.9%,0.1%
20190221,1135,11350670,74.2%,40.1%,19.1%,33.5%,2.4%,3.5%,0.2%,0.9%,0.3%
20190221,1135,11350695,91.2%,30.7%,24.3%,34.1%,3.7%,5.1%,0.4%,1.1%,0.5%
20190221,1135,11350700,151.9%,32.1%,31.1%,26.0%,0.5%,3.8%,0.5%,5.0%,1.0%
20190221,1135,11350710,93.2%,35.0%,24.1%,32.5%,1.1%,5.2%,1.1%,0.7%,0.4%
20190221,1135,11350720,75.9%,37.3%,21.2%,34.7%,1.6%,3.9%,0.4%,0.5%,0.5%
20190222,1111,11110515,61.3%,34.3%,23.8%,33.6%,2.8%,3.8%,0.5%,0.8%,0.3%
20190222,1111,11110530,137.1%,25.9%,21.4%,41.4%,2.0%,7.8%,0.2%,1.1%,0.2%
20190222,1111,11110540,62.9%,27.2%,21.6%,31.8%,1.8%,15.0%,,1.8%,0.8%
20190222,1111,11110550,99.2%,34.6%,20.8%,33.4%,4.4%,4.9%,0.6%,1.2%,0.2%
20190222,1111,11110560,75.9%,38.4%,22.2%,29.7%,3.2%,3.6%,1.3%,1.5%,0.2%
20190222,1111,11110570,190.8%,31.6%,22.9%,32.3%,5.6%,6.2%,0.0%,1.3%,0.1%
20190222,1111,11110580,96.0%,39.4%,19.7%,29.8%,4.2%,5.9%,0.8%,0.1%,0.0%
20190222,1111,11110600,93.2%,32.4%,20.5%,32.9%,3.3%,6.4%,1.1%,3.3%,0.1%
20190222,1111,11110615,167.6%,28.0%,19.3%,39.6%,4.0%,7.2%,0.4%,1.4%,0.1%
20190222,1111,11110630,89.2%,25.6%,16.8%,47.8%,2.0%,6.6%,0.0%,1.0%,0.1%
20190222,1111,11110640,128.2%,26.7%,18.0%,38.5%,2.7%,8.6%,1.2%,2.2%,2.1%
20190222,1111,11110650,85.0%,31.3%,17.2%,34.7%,4.8%,9.6%,0.4%,2.0%,0.0%
20190222,1111,11110670,89.5%,38.0%,18.5%,32.5%,1.5%,5.9%,2.6%,0.9%,
20190222,1111,11110680,93.0%,46.2%,13.9%,29.4%,2.2%,3.2%,3.3%,1.9%,
20190222,1111,11110690,42.7%,21.0%,24.5%,46.4%,0.2%,7.2%,,,0.5%
20190222,1111,11110700,100.1%,41.4%,19.5%,28.6%,4.5%,4.1%,0.6%,1.0%,0.3%
20190222,1111,11110710,106.0%,33.9%,16.9%,37.6%,3.4%,5.8%,0.7%,1.3%,0.5%
20190222,1135,11350560,76.8%,36.3%,18.9%,36.1%,2.8%,3.7%,0.7%,1.1%,0.4%
20190222,1135,11350570,81.1%,36.6%,22.1%,34.5%,1.6%,3.9%,0.5%,0.5%,0.3%
20190222,1135,11350580,94.0%,27.2%,26.2%,39.7%,2.3%,3.4%,0.3%,0.4%,0.4%
20190222,1135,11350595,71.2%,35.0%,18.9%,35.8%,2.7%,5.8%,0.7%,0.9%,0.2%
20190222,1135,11350600,72.5%,31.6%,23.3%,34.7%,3.6%,4.9%,0.5%,0.8%,0.5%
20190222,1135,11350611,102.3%,31.7%,22.8%,33.8%,4.0%,5.8%,1.0%,0.6%,0.3%
20190222,1135,11350612,140.5%,35.9%,26.0%,31.3%,1.8%,3.7%,0.2%,0.5%,0.7%
20190222,1135,11350619,113.9%,31.4%,25.5%,33.6%,3.2%,5.0%,0.1%,0.6%,0.5%
20190222,1135,11350621,79.1%,30.5%,24.1%,36.7%,3.8%,3.0%,0.5%,0.8%,0.4%
20190222,1135,11350624,78.4%,33.3%,22.0%,36.8%,4.0%,2.5%,0.2%,0.7%,0.4%
20190222,1135,11350625,128.1%,36.5%,19.9%,38.3%,1.4%,2.5%,0.6%,0.6%,0.3%
20190222,1135,11350630,86.3%,40.4%,20.3%,30.7%,2.6%,4.5%,0.7%,0.6%,0.4%
20190222,1135,11350640,144.5%,31.5%,19.0%,31.2%,11.5%,5.7%,0.1%,0.7%,0.2%
20190222,1135,11350665,92.1%,46.9%,19.4%,27.6%,2.2%,2.0%,0.1%,1.6%,0.3%
20190222,1135,11350670,76.7%,39.6%,19.6%,33.4%,2.3%,3.2%,0.8%,0.6%,0.5%
20190222,1135,11350695,96.2%,30.4%,25.1%,34.8%,3.9%,4.7%,0.3%,0.5%,0.3%
20190222,1135,11350700,158.6%,32.9%,34.7%,27.8%,0.1%,3.8%,,0.6%,0.1%
20190222,1135,11350710,103.1%,32.9%,25.0%,30.6%,2.3%,3.7%,4.7%,0.1%,0.6%
20190222,1135,11350720,85.4%,37.7%,21.1%,34.4%,1.7%,3.8%,0.1%,0.6%,0.7%
20190223,1111,11110515,70.4%,27.9%,25.6%,36.0%,3.6%,4.2%,1.1%,1.3%,0.3%
20190223,1111,11110530,99.5%,22.3%,26.3%,38.5%,2.0%,7.9%,0.4%,1.9%,0.7%
20190223,1111,11110540,81.2%,21.9%,23.5%,42.7%,1.5%,8.2%,0.1%,1.6%,0.6%
20190223,1111,11110550,84.7%,37.0%,22.9%,32.4%,2.1%,3.0%,0.9%,1.3%,0.4%
20190223,1111,11110560,71.6%,30.4%,25.8%,29.3%,5.2%,7.8%,0.3%,0.6%,0.7%
20190223,1111,11110570,212.3%,28.8%,22.3%,34.5%,5.7%,6.8%,1.6%,0.3%,0.1%
20190223,1111,11110580,106.7%,31.7%,20.4%,34.5%,5.0%,6.2%,1.6%,0.5%,0.1%
20190223,1111,11110600,100.4%,25.1%,22.2%,37.4%,2.0%,9.0%,0.6%,3.5%,0.2%
20190223,1111,11110615,151.2%,24.8%,20.4%,41.0%,2.2%,9.1%,0.4%,1.7%,0.4%
20190223,1111,11110630,100.2%,22.0%,19.6%,44.4%,4.7%,8.2%,,0.7%,0.4%
20190223,1111,11110640,152.0%,21.3%,18.0%,43.6%,3.0%,10.1%,0.9%,2.3%,0.9%
20190223,1111,11110650,97.9%,27.5%,19.5%,38.4%,3.3%,9.1%,0.5%,1.4%,0.4%
20190223,1111,11110670,93.7%,34.2%,18.3%,37.3%,0.5%,8.6%,0.2%,0.5%,0.3%
20190223,1111,11110680,82.9%,43.4%,15.7%,34.3%,1.1%,2.6%,2.6%,0.2%,0.1%
20190223,1111,11110690,35.2%,13.6%,28.9%,47.7%,1.3%,8.0%,,,0.6%
20190223,1111,11110700,113.6%,33.8%,19.2%,35.1%,2.8%,5.3%,3.2%,0.5%,0.2%
20190223,1111,11110710,119.3%,28.9%,18.1%,40.4%,4.2%,6.6%,0.6%,1.2%,0.2%
20190223,1135,11350560,78.2%,31.9%,21.5%,37.9%,2.3%,4.6%,0.6%,1.0%,0.2%
20190223,1135,11350570,86.0%,34.4%,24.3%,33.1%,2.7%,4.1%,0.6%,0.6%,0.2%
20190223,1135,11350580,103.2%,23.5%,26.5%,42.1%,2.4%,3.6%,0.6%,0.8%,0.5%
20190223,1135,11350595,70.7%,28.9%,20.3%,39.5%,3.6%,6.4%,0.2%,1.0%,0.1%
20190223,1135,11350600,82.2%,28.8%,23.9%,35.4%,3.5%,5.2%,0.9%,1.5%,0.9%
20190223,1135,11350611,104.2%,28.1%,23.7%,39.2%,2.0%,4.9%,0.4%,1.4%,0.2%
20190223,1135,11350612,151.1%,31.1%,29.7%,30.9%,1.9%,4.1%,1.1%,0.6%,0.5%
20190223,1135,11350619,123.7%,28.1%,27.5%,36.1%,3.1%,3.8%,0.1%,0.8%,0.5%
20190223,1135,11350621,73.7%,27.9%,23.1%,38.4%,4.5%,4.0%,0.5%,1.4%,0.2%
20190223,1135,11350624,82.1%,28.6%,22.3%,40.9%,3.0%,4.7%,,0.2%,0.3%
20190223,1135,11350625,136.5%,32.2%,20.9%,39.1%,1.2%,4.2%,1.1%,0.7%,0.5%
20190223,1135,11350630,74.6%,25.1%,23.2%,41.3%,2.8%,4.9%,1.0%,1.0%,0.7%
20190223,1135,11350640,144.0%,29.4%,19.8%,36.8%,5.4%,7.0%,0.6%,0.6%,0.3%
20190223,1135,11350665,101.2%,37.4%,20.7%,33.8%,2.3%,4.0%,0.5%,1.1%,0.2%
20190223,1135,11350670,80.7%,34.7%,21.1%,35.9%,2.1%,4.1%,0.5%,1.2%,0.4%
20190223,1135,11350695,111.2%,26.3%,23.5%,36.4%,6.6%,4.9%,1.2%,0.8%,0.4%
20190223,1135,11350700,166.6%,31.0%,30.2%,33.4%,1.8%,2.2%,,0.2%,1.2%
20190223,1135,11350710,91.5%,28.0%,24.2%,40.0%,1.8%,4.6%,0.6%,0.6%,0.2%
20190223,1135,11350720,88.8%,30.0%,22.5%,40.4%,1.5%,4.3%,0.9%,0.4%,0.0%
20190224,1111,11110515,57.5%,29.3%,23.0%,39.3%,3.0%,4.6%,0.4%,0.1%,0.3%
20190224,1111,11110530,111.1%,25.2%,27.2%,34.6%,1.7%,9.6%,0.4%,0.9%,0.4%
20190224,1111,11110540,67.3%,27.1%,20.6%,36.7%,1.6%,9.3%,1.4%,2.3%,0.9%
